iter	Passed	Remaining
711	9738	3939
712	9751	3925
713	9764	3911
714	9778	3897
715	9791	3883
716	9804	3869
717	9817	3856
718	9831	3842
719	9844	3828
720	9857	3814
721	9870	3800
722	9883	3786
723	9896	3772
724	9909	3758
725	9922	3744
726	9935	3730
727	9948	3716
728	9961	3702
729	9973	3688
730	9986	3674
731	9998	3660
732	10011	3646
733	10024	3632
734	10037	3619
735	10050	3605
736	10063	3591
737	10076	3577
738	10089	3563
739	10102	3549
740	10115	3535
741	10129	3522
742	10142	3508
743	10156	3494
744	10169	3480
745	10182	3467
746	10195	3453
747	10209	3439
748	10221	3425
749	10234	3411
750	10247	3397
751	10260	3383
752	10273	3369
753	10286	3355
754	10299	3342
755	10312	3328
756	10324	3314
757	10338	3300
758	10350	3286
759	10364	3273
760	10377	3259
761	10393	3246
762	10410	3233
763	10422	3219
764	10436	3205
765	10449	3192
766	10462	3178
767	10475	3164
768	10488	3150
769	10500	3136
770	10513	3122
771	10526	3108
772	10540	3095
773	10553	3081
774	10566	3067
775	10579	3053
776	10592	3040
777	10605	3026
778	10617	3012
779	10630	2998
780	10643	2984
781	10656	2970
782	10669	2956
783	10682	2943
784	10694	2929
785	10708	2915
786	10722	2902
787	10735	2888
788	10748	2874
789	10762	2860
790	10774	2846
791	10787	2833
792	10801	2819
793	10815	2805
794	10829	2792
795	10842	2778
796	10854	2764
797	10868	2751
798	10881	2737
799	10894	2723
800	10907	2709
801	10921	2696
802	10934	2682
803	10947	2668
804	10960	2655
805	10973	2641
806	10986	2627
807	10999	2613
808	11011	2599
809	11024	2586
810	11038	2572
811	11051	2558
812	11065	2545
813	11078	2531
814	11091	2517
815	11105	2504
816	11118	2490
817	11130	2476
818	11144	2462
819	11157	2449
820	11170	2435
821	11183	2421
822	11196	2408
823	11209	2394
824	11222	2380
825	11235	2366
826	11248	2353
827	11261	2339
828	11274	2325
829	11288	2312
830	11301	2298
831	11314	2284
832	11327	2270
833	11340	2257
834	11353	2243
835	11367	2229
836	11380	2216
837	11392	2202
838	11405	2188
839	11418	2174
840	11430	2161
841	11444	2147
842	11457	2133
843	11470	2120
844	11483	2106
845	11496	2092
846	11509	2079
847	11544	2069
848	11557	2055
849	11570	2041
850	11583	2028
851	11595	2014
852	11609	2000
853	11622	1986
854	11635	1973
855	11648	1959
856	11661	1945
857	11674	1932
858	11687	1918
859	11700	1904
860	11713	1891
861	11727	1877
862	11741	1863
863	11754	1850
864	11768	1836
865	11781	1822
866	11794	1809
867	11807	1795
868	11824	1782
869	11836	1768
870	11850	1755
871	11862	1741
872	11874	1727
873	11887	1713
874	11900	1700
875	11913	1686
876	11925	1672
877	11939	1658
878	11952	1645
879	11964	1631
880	11977	1617
881	11990	1604
882	12003	1590
883	12016	1576
884	12029	1563
885	12042	1549
886	12055	1535
887	12068	1522
888	12082	1508
889	12096	1495
890	12109	1481
891	12122	1467
892	12136	1454
893	12149	1440
894	12162	1426
895	12175	1413
896	12188	1399
897	12201	1385
898	12214	1372
899	12227	1358
900	12240	1344
901	12252	1331
902	12266	1317
903	12278	1303
904	12293	1290
905	12306	1276
906	12320	1263
907	12333	1249
908	12346	1236
909	12360	1222
910	12373	1208
911	12386	1195
912	12399	1181
913	12412	1167
914	12425	1154
915	12438	1140
916	12452	1127
917	12465	1113
918	12478	1099
919	12491	1086
920	12504	1072
921	12517	1058
922	12531	1045
923	12544	1031
924	12557	1018
925	12571	1004
926	12584	991
927	12597	977
928	12611	963
929	12624	950
930	12636	936
931	12649	922
932	12663	909
933	12676	895
934	12689	882
935	12702	868
936	12716	855
937	12729	841
938	12741	827
939	12755	814
940	12769	800
941	12783	787
942	12795	773
943	12809	759
944	12822	746
945	12836	732
946	12848	719
947	12861	705
948	12875	691
949	12888	678
950	12901	664
951	12914	651
952	12927	637
953	12941	623
954	12953	610
955	12967	596
956	12980	583
957	12993	569
958	13006	556
959	13019	542
960	13032	528
961	13045	515
962	13058	501
963	13072	488
964	13086	474
965	13098	461
966	13112	447
967	13125	433
968	13139	420
969	13152	406
970	13179	393
971	13207	380
972	13220	366
973	13234	353
974	13247	339
975	13260	326
976	13273	312
977	13286	298
978	13307	285
979	13321	271
980	13334	258
981	13346	244
982	13359	231
983	13373	217
984	13386	203
985	13399	190
986	13413	176
987	13425	163
988	13438	149
989	13452	135
990	13464	122
991	13478	108
992	13491	95
993	13504	81
994	13519	67
995	13532	54
996	13545	40
997	13558	27
998	13572	13
999	13585	0
